timestamp,distance,base_price,final_price,demand,weather_factor
2023-04-08 06:26:13,18.038675685895118,43.897768731555274,59.48,21,0.9481177554562462
2023-11-11 20:51:40,2.129257623907411,5.279458197505993,8.88,16,1.173587722633836
2023-02-01 20:37:58,22.10221457521227,49.42001649493538,58.14,17,1.0114399236285538
2023-01-28 17:06:27,9.930561620221892,15.2233062645128,31.94,22,1.098324912103706
2023-09-19 08:45:32,10.599971035833818,25.515024853526388,53.79,21,1.1767518673248523
2023-12-14 00:11:56,17.730104222619772,34.16722122942691,36.93,11,0.971236029759419
2023-12-30 00:33:57,2.0518474505675703,4.470403675241974,7.17,20,0.9996413594572753
2023-09-22 11:40:53,3.6439349400586996,9.081038936865623,8.98,9,1.0528180806631218
2023-11-10 07:33:18,29.45249141120002,68.08193446117069,136.34,21,1.1116724512745648
2023-04-07 22:42:24,23.391913369406574,43.563863343030185,43.68,11,0.928959429634758
2023-09-25 10:44:59,7.659644477492369,11.963854084862636,12.94,14,0.9491189506023171
2023-10-25 04:56:39,17.145147158349,26.493162654046753,31.55,6,1.1327643009384762
2023-05-02 19:48:59,17.94009404402814,39.941578220664084,67.17,20,1.1133507211652731
2023-08-25 13:09:09,21.690045875428225,43.75603643565318,55.33,14,1.096022235409004
2023-06-01 17:30:51,19.49951992893632,30.970426532355987,51.68,19,1.0777988918109387
2023-05-24 23:53:44,19.445658606289214,45.3797418197254,54.32,9,1.1293054483751437
2023-09-09 17:08:18,13.118086755286017,23.563956228883146,44.67,20,1.0023148855280837
2023-01-25 02:03:51,10.682452806155544,23.281634705460647,24.85,12,0.979841629892514
2023-12-04 11:37:28,28.342995922321418,50.22940126246078,58.5,13,1.0246832336165113
2023-10-08 19:34:46,16.566335398280994,40.217076927341964,74.63,28,0.9267517661879497
2023-02-02 21:19:55,14.449024727278347,29.44494701234495,33.96,13,1.0390326451964083
2023-09-22 02:19:08,19.731817543707308,30.930421702571362,28.8,11,0.9111410410798879
2023-07-17 16:50:30,7.070447545639944,14.200218674893675,21.43,20,0.9366428327058667
2023-11-06 18:23:16,2.414809977175882,4.270649217140776,8.45,20,0.9530878998168847
2023-04-26 07:37:10,16.4694135362723,34.93071237936427,79.41,30,1.147318825987212
2023-08-02 13:07:03,1.7097670999519707,3.5926770314348038,2.93,11,0.9800939078618867
2023-10-06 10:23:46,11.268099895878464,26.14677134346942,29.92,11,1.0209336727499814
2023-12-19 04:39:13,8.71224928955502,20.55235477681957,20.28,6,0.9307903817558265
2023-04-17 13:16:04,11.06506314667776,18.228831670411903,19.75,15,0.909405662771114
2023-06-03 14:46:10,6.826376903184288,12.992386442615842,22.94,27,1.1759842063221795
2023-06-12 06:05:40,26.13570544606929,43.219463350874015,46.96,14,0.983811105364665
2023-05-13 00:00:57,17.51764587694925,32.2067729960429,56.24,26,1.1745541485441389
2023-07-04 22:50:46,10.997717238634774,22.60646995628537,24.81,13,0.972508242067419
2023-07-31 21:08:35,19.979244596742753,41.148280439225104,53.37,14,1.1097926099241637
2023-05-31 03:56:08,17.55243262843999,39.93005252039433,45.92,11,1.0569212322432453
2023-12-25 02:03:37,17.032965033061004,27.241682741043213,29.86,5,1.0832025564526604
2023-06-11 23:10:23,16.13607594980109,33.159046720057454,45.29,21,0.9480222600209937
2023-01-31 03:39:09,11.335406491414474,17.754353787832788,21.38,7,1.1391029145621803
2023-09-21 07:38:58,19.16256433925285,30.375021232724738,57.68,18,1.0833168228772894
2023-09-28 16:03:25,16.99226157805627,41.64588391378023,66.54,27,0.946053923788678
2023-04-09 17:14:39,10.721130059166837,19.67357957305301,37.26,25,0.9696550451168344
2023-02-07 23:08:58,7.832324061673416,13.09132303836901,16.38,10,0.9742330520536179
2023-10-21 09:24:04,9.944158663081415,18.09448687179733,40.71,19,1.0300835588837742
2023-05-23 02:29:58,28.003152683713324,66.24643224019479,67.32,7,0.9585423702529365
2023-05-29 03:26:34,14.184032124512676,25.610515150744835,27.35,10,0.9891195761688728
2023-12-08 19:22:23,15.92300616372741,36.384095939101506,63.32,21,1.0971842482595664
2023-07-18 10:34:34,11.526344947791872,28.134339239703692,37.5,10,1.1754923253925122
2023-07-11 10:53:16,12.811585573285047,28.14886891892085,31.66,13,1.0256759514993679
2023-05-18 05:30:01,28.244498360306086,68.31272971380604,77.59,12,0.989838094403388
2023-02-06 18:59:13,13.56397314432293,21.066366703850118,35.89,20,1.0725228830509275
2023-05-03 02:15:27,26.708652775251416,45.52794365347852,46.29,8,0.9580488533949636
2023-05-18 05:13:11,22.420875106901363,40.15414263966963,46.62,17,0.9575502577404674
2023-02-22 09:20:46,29.764498780996067,70.12659418567377,150.51,23,1.1637055245710348
2023-08-12 17:34:38,19.1919354664446,38.77379598006291,71.35,19,0.9663863270729185
2023-01-10 05:23:40,5.859880126980321,11.583486137666522,15.92,19,1.0738365270752115
2023-03-10 17:21:52,21.941592234756985,35.001564330714785,59.31,16,1.0966156078214835
2023-09-13 13:46:36,9.741643562702503,14.961495779577417,19.75,17,1.0988807694657474
2023-03-05 15:23:23,29.181417319966442,64.56612775477475,84.84,15,0.9639532290417985
2023-07-06 07:06:11,12.322364691025198,24.81129311085523,54.26,27,1.1591336538418724
2023-10-28 20:50:12,9.761989795166137,22.49249808220754,31.03,11,1.0404732640442218
2023-06-08 12:57:21,24.7317219937606,37.95257898757256,45.05,16,1.0035775682038381
2023-03-07 13:46:46,6.228281338361663,12.381746437172614,14.78,6,1.1033497133965229
2023-04-03 17:49:50,24.954654612827355,58.325273149451135,89.92,18,0.9996113863386856
2023-09-05 15:19:50,24.34277649733854,58.23680861096683,69.08,13,1.0725881360063796
2023-03-15 12:54:45,9.896074342850978,18.33021064450109,23.79,8,1.1905619864000454
2023-10-04 05:03:51,11.783245129221127,22.42611487698247,22.32,5,0.9331524691028521
2023-04-28 06:45:28,20.049785950501292,40.76771692292163,44.37,9,0.9650791826437859
2023-07-03 19:36:21,24.13276405540504,49.175577661415154,90.38,25,1.1408185589297326
2023-05-07 09:20:11,10.54918632544793,23.013267692023266,55.73,19,1.1385717873698793
2023-09-26 15:50:00,29.334805860384698,66.61112009771682,72.0,10,0.9984348810682765
2023-06-03 01:25:15,23.18129116138891,40.11178677573658,66.23,19,1.138534773367188
2023-06-15 20:09:21,16.446428688569334,26.96178060200216,28.36,8,1.0307650792558476
2023-02-26 01:22:40,5.929656202072592,10.69829721502727,18.41,27,1.1001206926821432
2023-01-04 05:45:25,21.283290700593128,50.448449217758956,62.22,11,1.1304297976732351
2023-01-18 10:57:25,4.4233134420256555,8.792493584049822,10.85,11,0.9404616590817705
2023-02-09 11:15:10,17.433983519657886,41.53527397659968,51.49,11,1.0812301953238712
2023-03-02 23:31:43,17.91445081443736,35.89777012913828,43.26,11,1.0890990637659685
2023-10-22 05:18:01,3.0151632285110352,7.133862972652629,8.15,17,0.9291985753735736
2023-01-19 21:58:35,12.431283030801602,21.516652922700793,27.13,8,1.1423142787817073
2023-08-30 20:38:58,13.0297193821173,31.957894336606106,29.75,4,0.9101119526404632
2023-08-02 18:20:06,3.991176676239025,8.681553546155673,13.45,20,1.1348184711856817
2023-10-02 06:35:09,16.678929738261576,40.27768359146935,48.44,17,1.0672645980457391
2023-06-25 09:08:38,1.1414914059182761,2.753464640925591,5.47,18,1.1248157233326888
2023-02-10 15:30:58,11.8734738162337,28.45857393839676,34.24,6,1.1765873148664237
2023-09-09 18:33:01,24.01427922921308,40.948632112784374,84.73,19,1.1225804858079276
2023-08-01 00:50:34,4.128192933075804,6.227526042136303,5.5,7,0.9213209321851031
2023-05-03 23:22:54,1.0472370333074517,1.9629490555366433,3.7,23,0.9524089190842534
2023-11-24 18:51:04,8.367981594507183,13.307787036205802,20.26,21,0.9565524227245807
2023-01-31 15:57:27,24.85507663727009,58.523817634317204,62.7,11,0.9730799138933085
2023-06-21 04:16:01,24.76278264546841,52.38209444722028,64.98,6,1.1611994151711584
2023-03-11 10:38:41,8.342697144722685,15.105713684444702,20.74,25,0.9210742652092757
2023-04-23 02:09:01,23.61023665960526,42.375098161928264,64.94,18,1.0939747098995403
2023-10-03 12:22:55,23.535653426271757,42.67947869490862,53.96,10,1.1512152608801844
2023-08-10 14:58:20,3.832941309267045,5.9168643927056666,6.03,7,0.94692488097682
2023-01-26 14:57:59,9.484869237172287,18.423783897057568,19.51,16,0.9692171149472966
2023-10-16 07:21:10,28.031329503389365,66.16325660470736,136.06,17,1.1665710560305753
2023-06-11 02:37:50,10.20834517060891,17.59790394063127,26.34,25,1.0059980075189983
2023-01-28 23:44:53,17.019566528788506,33.27616397915733,47.2,15,1.004751130604341
2023-03-23 02:00:10,13.205861737241948,29.521105751523297,34.42,4,1.1102362603151954
2023-10-05 16:26:30,11.974212589685331,29.580946618217446,57.35,28,1.1589551264178497
2023-03-08 08:35:26,2.912475811002195,5.196119753821973,12.45,22,1.1902027472230894
2023-04-15 22:45:19,17.775070499388672,39.11357834262878,53.99,18,0.9640459214630002
2023-05-15 05:06:11,25.343794866315363,62.31141450583839,75.37,9,1.1244209097708162
2023-07-11 21:33:29,12.267712704730291,19.872590328365053,24.9,10,1.0322822572155206
2023-08-05 14:27:55,23.13664309583643,52.59705757643012,78.28,20,1.0456371153836899
2023-12-24 09:43:15,15.025397705792098,27.13177319310289,61.82,19,1.071380121589447
2023-03-31 02:24:56,28.79220031373607,60.64196399299767,66.39,7,1.0395340782966858
2023-07-14 21:29:15,17.262224055086953,37.21893331946685,45.89,6,1.1673151573943001
2023-10-03 23:58:18,24.401306367101462,46.183046618304864,56.25,10,1.1139277199432187
2023-12-26 10:34:52,18.894117051716027,44.507394640960094,46.03,12,0.9307117253304172
2023-10-12 04:18:09,2.3028798413789593,3.912153131380822,5.48,10,1.1482929227174985
2023-04-17 19:02:39,7.882705480689168,14.704368593702762,29.22,27,1.1845105598081425
2023-03-18 20:31:10,17.64593993867595,42.20399798855227,62.92,22,1.0135518618463302
2023-04-09 20:11:55,14.333622282267129,24.200029650011142,34.08,19,0.9916028882826303
2023-12-10 01:31:50,7.090019132209084,13.304441932219811,19.7,26,1.0242306884972483
2023-08-28 23:54:45,20.24598974220618,44.6181804554073,55.08,10,1.1165549957869056
2023-11-26 10:54:36,7.435585079857946,16.711876484676107,25.74,27,1.0647322202141878
2023-11-03 21:50:48,21.12002956781643,33.553340874007674,44.04,13,1.1476384591904545
2023-08-04 00:04:17,8.188451737189828,18.192356444778436,19.65,8,1.0002968537864196
2023-12-09 11:19:24,15.141906284868014,25.975851618233342,36.34,16,1.0717160601088351
2023-06-10 23:29:49,25.882935510056257,61.36018529124745,90.42,15,1.0618381789642304
2023-08-01 02:01:45,28.957113442155972,52.35513402042831,68.62,13,1.1778089766656485
2023-02-21 18:55:14,11.77204880813567,20.1964832065098,33.23,18,1.1699484102089084
2023-05-18 11:12:51,29.39997377751731,55.09511297063749,59.67,4,1.032414207763081
2023-04-06 13:41:09,27.03825483284256,67.50897778953815,80.91,7,1.1219354349663404
2023-06-23 17:51:44,12.338959526047338,23.88460441138755,30.19,10,0.9244308785656018
2023-08-23 00:17:28,2.7012943111993244,5.355364144885566,8.14,17,1.1791526902852059
2023-07-28 14:06:16,6.793524214606252,11.760906286708856,11.0,11,0.9357778194606599
2023-09-08 03:53:15,7.67283430930371,13.276707868022731,15.26,8,1.1530547853667854
2023-04-23 20:20:24,26.250395105251034,62.66931922394531,83.33,8,1.0216267842689577
2023-02-06 23:43:04,21.61313357254704,34.20656649907585,41.84,6,1.1707025895866474
2023-09-09 05:34:03,11.404255475101726,28.22023718289552,46.06,23,1.1061361920858575
2023-03-15 03:44:39,21.58506438956672,42.50105757669222,48.45,10,1.02344282087431
2023-07-30 08:53:34,27.74536653352172,47.434453125772826,108.48,21,1.066502522305334
2023-11-02 22:15:34,19.92487048681297,33.58338789561462,34.36,10,0.9431987966028811
2023-08-25 06:41:55,21.387371484605293,46.33551814832253,58.66,12,1.1223648522337486
2023-12-28 05:38:05,7.690911492862475,18.141324419336335,21.2,9,1.024111270159786
2023-05-30 10:56:58,14.074610322805736,22.771753932126064,26.25,7,1.0892606895245098
2023-03-08 13:27:29,20.210322374351527,49.4936323935182,51.85,12,0.9166171763267407
2023-02-17 18:37:41,16.406867121548864,36.27630488791993,62.21,19,1.1150123003475925
2023-12-24 16:22:19,5.998749208996735,11.535677980877509,23.57,24,1.0946627272742397
2023-05-14 11:16:50,10.00151786527642,15.690713396913424,26.39,24,1.0650418683612095
2023-11-12 17:17:39,23.182091683122334,55.59427293290378,92.3,17,0.9077248460186053
